category,name,district,amount_instructed,pre_tax_billed_amount,total_value_with_tax
newspaper,AGRENDA,,6000.0,6000.0,7440.0
newspaper,ANAΓΝΩΣΤΗΣ ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΗΣ,1500.0,1500.0,1860.0
newspaper,ATHENS REVIEW OF BOOKS,ΑΤΤΙΚΗΣ,5000.0,5000.0,6200.0
newspaper,AXIANEWS,,6000.0,6000.0,7440.0
newspaper,DEAL NEWS,,5000.0,5000.0,6200.0
newspaper,DYTIKH FREE PRESS,ΑΤΤΙΚΗΣ,2000.0,2000.0,2480.0
newspaper,KONTRA NEWS,,36000.0,36000.0,44640.0
newspaper,LIVE SPORT,,4000.0,4000.0,4960.0
newspaper,METROSPORT,ΘΕΣΣΑΛΟΝΙΚΗΣ,8000.0,8000.0,9920.0
newspaper,PELLA NEWS,ΠΕΛΛΑΣ,1998.0,1998.0,2477.52
newspaper,REAL NEWS,,60000.0,60000.0,74400.0
newspaper,SPORT DAY,,7000.0,7000.0,8680.0
newspaper,SPORTIME,ΗΡΑΚΛΕΙΟΥ,7000.0,7000.0,8680.0
newspaper,ΑΓΡΟΕΚΦΡΑΣΗ,ΛΑΡΙΣΗΣ,1800.0,1800.0,2232.0
newspaper,ΑΓΩΝΑΣ ΤΗΣ ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,4000.0,4000.0,4960.0
newspaper,ΑΓΩΝΑΣ ΤΗΣ ΞΑΝΘΗΣ,ΞΑΝΘΗΣ,2000.0,2000.0,2480.0
newspaper,ΑΙΧΜΗ,ΑΙΤ/ΝΙΑΣ,3600.0,3600.0,4464.0
newspaper,ΑΙΧΜΗ ΜΕΓΑΡΩΝ ΝΕΑΣ ΠΕΡΑΜΟΥ ΚΑΙ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,1000.0,1000.0,1240.0
newspaper,ΑΚΤΗ ΜΙΑΟΥΛΗ,ΑΤΤΙΚΗΣ,3000.0,3000.0,3720.0
newspaper,ΑΛΗΘΕΙΑ,ΧΙΟΥ,1998.0,1998.0,2337.66
newspaper,ΑΛΗΘΕΙΑ,ΧΑΝΙΩΝ,1400.0,1400.0,1736.0
newspaper,ΑΛΗΘΕΙΑ,ΚΑΡΔΙΤΣΑΣ,3000.0,3000.0,3720.0
newspaper,ΑΛΗΘΕΙΑ ΗΜΕΡΗΣΙΑ,ΚΑΡΔΙΤΣΑΣ,2000.0,2000.0,2480.0
newspaper,ΑΛΛΑΓΗ ΛΟΥΤΡΑΚΙΟΥ,ΚΟΡΙΝΘΟΥ,1000.0,1000.0,1240.0
newspaper,ΑΜΑΡΥΣΙΑ,ΑΤΤΙΚΗΣ,3000.0,3000.0,3720.0
newspaper,ΑΝΑΓΓΕΛΙΑ,ΑΙΤ/ΝΙΑΣ,3000.0,3000.0,3720.0
newspaper,ΑΝΑΓΝΩΣΤΗΣ ΠΕΛ/ΣΟΥ,ΑΡΓΟΛΙΔΑΣ,1999.98,2001.0,2481.24
newspaper,ΑΝΑΛΥΤΗΣ,ΚΑΒΑΛΑΣ,2000.0,2000.0,2480.0
newspaper,ΑΝΑΤΟΛΗ,ΛΑΣΙΘΙΟΥ,5625.0,5625.0,6975.0
newspaper,ΑΝΕΞΑΡΤΗΤΟΣ,ΙΩΑΝΝΙΝΩΝ,4000.0,4000.0,4960.0
newspaper,ΑΝΤΙΛΑΛΟΣ ΜΕΣΣΑΡΑΣ,ΗΡΑΚΛΕΙΟΥ,2000.0,2000.0,2480.0
newspaper,ΑΠΟΨΗ,,20000.0,20000.0,24800.0
newspaper,ΑΠΟΨΗ ΤΗΣ ΠΕΛΛΑΣ,ΠΕΛΛΑΣ,1000.0,1000.0,1240.0
newspaper,ΑΠΟΨΗ ΤΟΥ ΝΟΤΟΥ,ΗΡΑΚΛΕΙΟΥ,2000.0,2000.0,2480.0
newspaper,ΑΡΓΟΛΙΔΑ,ΑΡΓΟΛΙΔΑΣ,3990.0,3990.0,4947.6
newspaper,ΑΡΓΟΛΙΚΗ ΑΝΑΠΤΥΞΗ,ΑΡΓΟΛΙΔΑΣ,2000.0,2000.0,2480.0
newspaper,ΑΥΓΗ,,10500.0,10500.0,13020.0
newspaper,ΑΧΑΪΚΟΣ ΤΥΠΟΣ,ΑΧΑΪΑΣ,2000.0,2000.0,2480.0
newspaper,ΒΕΡΟΙΑ,ΗΜΑΘΙΑΣ,3000.0,3000.0,3720.0
newspaper,ΒΗΜΑ,,96000.0,96000.0,119040.0
newspaper,ΒΗΜΑ ΔΩΔΕΚΑΝΗΣΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,3000.0,3000.0,3720.0
newspaper,ΒΗΜΑ ΤΗΣ ΚΩ,ΔΩΔΕΚΑΝΗΣΟΥ,1998.0,1998.0,2337.66
newspaper,ΒΗΜΑ ΤΗΣ ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,3000.0,3000.0,3720.0
newspaper,ΒΟΙΩΤΙΚΑ ΝΕΑ,ΒΟΙΩΤΙΑΣ,3000.0,3000.0,3720.0
newspaper,ΒΟΡΕΙΝΗ,ΑΤΤΙΚΗΣ,2000.0,2000.0,2480.0
newspaper,ΒΡΑΔΥΝΗ,,18000.0,18000.0,22320.0
newspaper,ΓΝΩΜΗ,ΑΡΤΑΣ,2000.0,2000.0,2480.0
newspaper,ΓΝΩΜΗ,ΕΒΡΟΥ,1800.0,1800.0,2232.0
newspaper,ΓΝΩΜΗ,ΚΑΡΔΙΤΣΑΣ,2000.0,2000.0,2480.0
newspaper,ΓΟΡΤΥΝΙΑ,ΑΡΚΑΔΙΑΣ,700.0,700.0,868.0
newspaper,ΔΕΛΤΙΟ ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,,2000.0,2000.0,2480.0
newspaper,ΔΗΜΟΚΡΑΤΗΣ,ΛΕΣΒΟΥ,3000.0,3000.0,3510.0
newspaper,ΔΗΜΟΚΡΑΤΙΑ,,24000.0,24000.0,29760.0
newspaper,ΔΗΜΟΚΡΑΤΙΚΗ,ΔΩΔΕΚΑΝΗΣΟΥ,4900.0,4900.0,6076.0
newspaper,ΔΙΑΒΗΜΑ,ΒΟΙΩΤΙΑΣ,1998.0,1998.0,2477.52
newspaper,ΔΙΑΦΑΝΕΙΑ,ΚΟΖΑΝΗΣ,2000.0,2000.0,2480.0
newspaper,ΔΡΟΜΟΣ ΤΗΣ ΑΡΙΣΤΕΡΑΣ,,2000.0,2000.0,2480.0
newspaper,ΔΥΤΙΚΗ ΕΝΗΜΕΡΩΣΗ,ΑΤΤΙΚΗΣ,1000.0,1000.0,1240.0
newspaper,ΕΒΔΟΜΗ ΕΒΔΟΜΑΔΙΑΙΑ,ΑΤΤΙΚΗΣ,2000.0,2000.0,2480.0
newspaper,ΕΔΕΣΣΑΪΚΗ,ΠΕΛΛΑΣ,3000.0,3000.0,3720.0
newspaper,ΕΘΝΙΚΗ ΗΧΩ,ΑΙΤ/ΝΙΑΣ,3600.0,3600.0,4464.0
newspaper,ΕΘΝΟΣ ΚΥΡΙΑΚΗΣ,,60000.0,59643.0,73957.32
newspaper,ΕΙΔΗΣΕΙΣ,ΚΙΛΚΙΣ,3000.0,3000.0,3720.0
newspaper,ΕΚΔΟΣΗ,ΙΩΑΝΝΙΝΩΝ,2000.0,2000.0,2480.0
newspaper,ΕΛΕΥΘΕΡΗ ΑΠΟΨΗ,ΡΟΔΟΠΗΣ,1998.0,1998.0,2477.52
newspaper,ΕΛΕΥΘΕΡΗ ΘΡΑΚΗ,ΕΒΡΟΥ,4999.98,4999.98,6199.98
newspaper,ΕΛΕΥΘΕΡΙΑ,ΙΩΑΝΝΙΝΩΝ,4000.0,4000.0,4960.0
newspaper,ΕΛΕΥΘΕΡΙΑ,ΛΑΡΙΣΗΣ,20000.0,20000.0,24800.0
newspaper,ΕΛΕΥΘΕΡΙΑ,ΜΕΣΣΗΝΙΑΣ,6000.0,6000.0,7440.0
newspaper,ΕΛΕΥΘΕΡΙΑ ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,3000.0,3000.0,3720.0
newspaper,ΕΛΕΥΘΕΡΙΑ ΤΟΥ ΛΟΓΟΥ,ΚΑΒΑΛΑΣ,2000.0,2000.0,2480.0
newspaper,ΕΛΕΥΘΕΡΟ ΒΗΜΑ,ΣΕΡΡΩΝ,3000.0,3000.0,3720.0
newspaper,ΕΛΕΥΘΕΡΟ ΒΗΜΑ ΤΗΣ ΦΛΩΡΙΝΑΣ,ΦΛΩΡΙΝΑΣ,1000.0,1000.0,1240.0
newspaper,ΕΜΠΡΟΣ,ΛΕΣΒΟΥ,2800.0,2800.0,3472.0
newspaper,ΕΜΠΡΟΣ,ΞΑΝΘΗΣ,4000.0,4000.0,4960.0
newspaper,ΕΜΠΡΟΣ ΝΑΥΠΑΚΤΟΥ,ΑΙΤ/ΝΙΑΣ,2000.0,2000.0,2480.0
newspaper,ΕΝ ΔΕΛΦΟΙΣ,ΦΩΚΙΔΑΣ,1998.0,1998.0,2477.52
newspaper,ΕΝΗΜΕΡΟΣ,ΚΑΒΑΛΑΣ,2000.0,2000.0,2480.0
newspaper,ΕΝΗΜΕΡΩΣΗ,ΓΡΕΒΕΝΩΝ,3000.0,3000.0,3720.0
newspaper,ΕΝΗΜΕΡΩΣΗ',ΙΩΑΝΝΙΝΩΝ,3000.0,3000.0,3720.0
newspaper,ΕΝΗΜΕΡΩΣΗ,ΔΡΑΜΑΣ,1998.0,1998.0,2477.52
newspaper,ΕΝΗΜΕΡΩΣΗ,ΗΛΕΙΑΣ,3000.0,3000.0,3720.0
newspaper,ΕΝΗΜΕΡΩΣΗ,ΚΕΡΚΥΡΑΣ,3990.0,3990.0,4947.6
newspaper,ΕΝΗΜΕΡΩΣΗ & ΑΓΓΕΛΙΕΣ,ΠΙΕΡΙΑΣ,3000.0,3000.0,3720.0
newspaper,ΕΝΗΜΕΡΩΣΗ ΜΕΓΑΡΩΝ & ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,3000.0,3000.0,3720.0
newspaper,ΕΟΡΔΑΪΚΟΣ ΠΑΛΜΟΣ,ΚΟΖΑΝΗΣ,2000.0,2000.0,2480.0
newspaper,ΕΠΙΚΑΙΡΑ ΕΒΔΟΜΑΔΙΑΙΑ,ΑΤΤΙΚΗΣ,2000.0,2000.0,2480.0
newspaper,ΕΠΙΚΑΙΡΟΤΗΤΑ,ΚΑΡΔΙΤΣΑΣ,3200.0,3200.0,3968.0
newspaper,ΕΠΙΚΑΙΡΟΤΗΤΑ ΔΥΤΙΚΗ ΑΤΤΙΚΗ,ΑΤΤΙΚΗΣ,4000.0,4000.0,4960.0
newspaper,ΕΠΙΚΑΙΡΟΤΗΤΑ ΤΗΣ ΚΥΡΙΑΚΗΣ,ΚΑΡΔΙΤΣΑΣ,1800.0,1800.0,2232.0
newspaper,ΕΠΙΣΗΜΑΝΣΕΙΣ,ΚΕΡΚΥΡΑΣ,2000.0,2000.0,2480.0
newspaper,ΕΠΟΧΗ,,9600.0,9600.0,11904.0
newspaper,ΕΠΤΑ ΗΜΕΡΕΣ,ΑΧΑΪΑΣ,1000.0,1000.0,1240.0
newspaper,ΕΠΤΑ ΗΜΕΡΕΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,2000.0,2000.0,2480.0
newspaper,ΕΠΤΑ ΗΜΕΡΕΣ,ΙΩΑΝΝΙΝΩΝ,2000.0,2000.0,2480.0
newspaper,ΕΡΓΑΣΙΑ ΣΥΝ,ΔΡΑΜΑΣ,3000.0,3000.0,3720.0
newspaper,ΕΡΕΥΝΑ,ΤΡΙΚΑΛΩΝ,6000.0,6000.0,7440.0
newspaper,ΕΡΜΗΣ,ΖΑΚΥΝΘΟΥ,2000.0,2000.0,2480.0
newspaper,ΕΣΤΙΑ,,15000.0,15000.0,18600.0
newspaper,ΕΥΒΟΪΚΗ ΓΝΩΜΗ,ΕΥΒΟΙΑΣ,4000.0,4000.0,4960.0
newspaper,ΕΥΒΟΪΚΟΣ ΤΥΠΟΣ,ΕΥΒΟΙΑΣ,3996.0,3996.0,4955.04
newspaper,ΕΥΡΥΤΑΝΙΚΑ ΝΕΑ,ΕΥΡΥΤΑΝΙΑΣ,3000.0,3000.0,3720.0
newspaper,ΕΥΡΥΤΑΝΙΚΟΣ ΠΑΛΜΟΣ,ΕΥΡΥΤΑΝΙΑΣ,3000.0,3000.0,3720.0
newspaper,ΕΦΗΜΕΡΙΔΑ ΤΩΝ ΣΥΝΤΑΚΤΩΝ,,30000.0,29715.0,36846.6
newspaper,Η ΓΝΩΜΗ (ΕΒΔΟΜΑΔΙΑΙΑ),ΑΧΑΪΑΣ,2600.0,2600.0,3224.0
newspaper,Η ΩΡΑ ΤΗΣ ΦΩΚΙΔΑΣ,ΦΩΚΙΔΑΣ,2000.0,2000.0,2480.0
newspaper,ΗΜΕΡΑ,ΖΑΚΥΝΘΟΥ,3000.0,3000.0,3720.0
newspaper,ΗΜΕΡΗΣΙΑ,ΗΜΑΘΙΑΣ,3000.0,3000.0,3720.0
newspaper,ΗΜΕΡΗΣΙΟΣ,ΚΕΦΑΛΟΝΙΑΣ,4000.0,4000.0,4960.0
newspaper,ΗΜΕΡΗΣΙΟΣ ΑΙΓΙΟΧΟΣ,ΑΧΑΪΑΣ,7000.0,7000.0,8680.0
newspaper,ΗΜΕΡΗΣΙΟΣ ΔΗΜΟΤΗΣ ΠΕΙΡΑΙΑ,ΑΤΤΙΚΗΣ,2000.0,2000.0,2480.0
newspaper,ΗΠΕΙΡΩΤΙΚΟΣ ΑΓΩΝ,ΙΩΑΝΝΙΝΩΝ,4000.0,4000.0,4960.0
newspaper,ΗΧΩ,ΦΛΩΡΙΝΑΣ,3000.0,3000.0,3720.0
newspaper,ΗΧΩ ΤΗΣ ΑΡΤΑΣ,ΑΡΤΑΣ,3000.0,3000.0,3720.0
newspaper,ΘΑΡΡΟΣ,ΚΟΖΑΝΗΣ,4000.0,4000.0,4960.0
newspaper,ΘΑΡΡΟΣ,ΜΕΣΣΗΝΙΑΣ,6000.0,6000.0,7440.0
newspaper,ΘΑΣΙΑΚΗ,ΚΑΒΑΛΑΣ,1998.0,1998.0,2477.52
newspaper,ΘΕΜΑ,ΧΑΛΚΙΔΙΚΗΣ,1000.0,1000.0,1240.0
newspaper,ΘΕΣΠΡΩΤΙΚΗ,ΘΕΣΠΡΩΤΙΑΣ,3000.0,3000.0,3720.0
newspaper,ΘΕΣΠΡΩΤΩΝ ΔΙΑΒΟΥΛΕΥΣΗ,ΘΕΣΠΡΩΤΙΑΣ,1998.0,1998.0,2477.52
newspaper,ΘΕΣΣΑΛΙΑ,ΜΑΓΝΗΣΙΑΣ,3600.0,3600.0,4464.0
newspaper,ΘΕΣΣΑΛΙΑ ΤΗΣ ΔΕΥΤΕΡΑΣ,ΜΑΓΝΗΣΙΑΣ,2400.0,2400.0,2976.0
newspaper,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ,5000.0,5000.0,6200.0
newspaper,ΘΡΑΚΗ,ΞΑΝΘΗΣ,3000.0,3000.0,3720.0
newspaper,ΘΡΑΚΙΚΗ ΑΓΟΡΑ,ΡΟΔΟΠΗΣ,4000.0,4000.0,4960.0
newspaper,ΘΡΙΑΣΙΟ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,2000.0,2000.0,2480.0
newspaper,ΚΑΒΑΛΑ,ΚΑΒΑΛΑΣ,3000.0,3000.0,3720.0
newspaper,ΚΑΘΗΜΕΡΙΝΑ ΝΕΑ,ΑΡΚΑΔΙΑΣ,3990.0,3990.0,4947.6
newspaper,ΚΑΘΗΜΕΡΙΝΗ ΑΓΓΛΟΦΩΝΗ ΕΚΔΟΣΗ,,10500.0,10500.0,13020.0
newspaper,ΚΑΘΗΜΕΡΙΝΗ ΚΥΡΙΑΚΗΣ,,100000.0,99500.0,123380.0
newspaper,ΚΑΘΗΜΕΡΙΝΗ ΣΑΒΒΑΤΟΥ,,59500.0,59500.0,73780.0
newspaper,ΚΑΡΦΙΤΣΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ,15000.0,15000.0,18600.0
newspaper,ΚΑΣΤΟΡΙΑΝΗ ΕΣΤΙΑ,ΚΑΣΤΟΡΙΑΣ,2000.0,2000.0,2480.0
newspaper,ΚΕΡΚΙΔΑ,ΗΜΑΘΙΑΣ,1999.98,1998.0,2477.52
newspaper,ΚΕΡΚΥΡΑ ΣΗΜΕΡΑ,ΚΕΡΚΥΡΑΣ,2000.0,2000.0,2480.0
newspaper,ΚΕΦΑΛΑΙΟ,,10000.0,10000.0,12400.0
newspaper,ΚΟΙΝΗ ΓΝΩΜΗ,ΚΥΚΛΑΔΩΝ,2900.0,2900.0,3596.0
newspaper,ΚΟΡΙΝΘΙΑΚΗ,ΚΟΡΙΝΘΟΥ,3000.0,3000.0,3720.0
newspaper,ΚΟΡΙΝΘΙΑΚΗ ΗΜΕΡΑ,ΚΟΡΙΝΘΟΥ,4000.0,4000.0,4960.0
newspaper,ΚΟΣΜΟΣ,ΛΑΡΙΣΗΣ,2000.0,2000.0,2480.0
newspaper,ΚΟΣΜΟΣ,ΑΧΑΪΑΣ,3000.0,3000.0,3720.0
newspaper,ΚΟΣΜΟΣ ΤΗΣ ΕΝΗΜΕΡΩΣΗΣ,ΧΑΝΙΩΝ,3999.99,3999.0,4958.76
newspaper,ΚΡΗΤΙΚΗ ΕΠΙΘΕΩΡΗΣΗ,ΡΕΘΥΜΝΟΥ,7000.0,7000.0,8680.0
newspaper,ΚΥΚΛΑΔΙΚΗ,ΚΥΚΛΑΔΩΝ,4000.0,4000.0,4960.0
newspaper,ΚΥΝΗΓΕΤΙΚΑ ΝΕΑ,,2000.0,2000.0,2480.0
newspaper,ΛΑΚΩΝΙΚΟΣ ΤΥΠΟΣ,ΛΑΚΩΝΙΑΣ,2700.0,2700.0,3348.0
newspaper,ΛΑΜΙΑΚΟΣ ΤΥΠΟΣ,ΦΘΙΩΤΙΔΑΣ,4800.0,4800.0,5952.0
newspaper,ΛΑΟΣ,ΗΜΑΘΙΑΣ,3000.0,3000.0,3720.0
newspaper,ΛΑΟΣ ΤΟΥ ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2000.0,2000.0,2480.0
newspaper,ΛΟΓΟΣ,,6000.0,6000.0,7440.0
newspaper,ΜΑΓΝΗΣΙΑ,ΜΑΓΝΗΣΙΑΣ,3000.0,3000.0,3720.0
newspaper,ΜΑΚΕΔΟΝΙΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ,17500.0,17500.0,21700.0
newspaper,ΜΑΝΙΦΕΣΤΟ,ΒΟΙΩΤΙΑΣ,1999.95,1999.98,2479.98
newspaper,ΜΑΧΗΤΗΣ,ΑΙΤ/ΝΙΑΣ,4000.0,4000.0,4960.0
newspaper,ΜΑΧΗΤΗΣ,ΑΡΤΑΣ,2880.0,2880.0,3571.2
newspaper,ΜΑΧΗΤΗΣ,ΓΡΕΒΕΝΩΝ,2000.0,2000.0,2480.0
newspaper,ΜΑΧΗΤΗΣ,ΚΙΛΚΙΣ,2000.0,2000.0,2480.0
newspaper,ΜΑΧΗΤΗΣ,ΞΑΝΘΗΣ,4000.0,4000.0,4960.0
newspaper,ΜΕΓΑΡΙΚΟΣ ΤΥΠΟΣ,ΑΤΤΙΚΗΣ,1000.0,1000.0,1240.0
newspaper,ΜΕΘΟΡΙΟΣ,ΕΒΡΟΥ,1000.0,1000.0,1240.0
newspaper,ΜΕΣΟΛΟΓΓΙΤΙΚΑ ΧΡΟΝΙΚΑ,ΑΙΤ/ΝΙΑΣ,1500.0,1500.0,1860.0
newspaper,ΜΕΣΣΗΝΙΑΚΟΣ ΛΟΓΟΣ,ΜΕΣΣΗΝΙΑΣ,2000.0,2000.0,2480.0
newspaper,ΜΕΤΕΩΡΑ,ΤΡΙΚΑΛΩΝ,750.0,750.0,930.0
newspaper,ΜΠΑΜ,,15000.0,15000.0,18600.0
newspaper,ΝΑΥΤΕΜΠΟΡΙΚΗ,,6000.0,6000.04,7440.05
newspaper,ΝΕΑ ΕΓΝΑΤΙΑ,ΚΑΒΑΛΑΣ,3990.0,3990.0,4947.6
newspaper,ΝΕΑ ΚΡΗΤΗ,ΗΡΑΚΛΕΙΟΥ,9999.96,9999.96,12399.95
newspaper,ΝΕΑ ΠΟΡΕΙΑ,ΣΕΡΡΩΝ,2000.0,2000.0,2480.0
newspaper,ΝΕΑ ΤΗΣ ΒΟΙΩΤΙΑΣ,ΒΟΙΩΤΙΑΣ,1995.0,1995.0,2473.8
newspaper,ΝΕΑ ΤΗΣ ΛΕΣΒΟΥ,ΛΕΣΒΟΥ,3000.0,3000.0,3510.0
newspaper,ΝΕΟΙ ΑΓΩΝΕΣ,ΙΩΑΝΝΙΝΩΝ,4000.0,4000.0,4960.0
newspaper,ΝΕΟΙ ΚΑΙΡΟΙ,ΗΜΑΘΙΑΣ,2000.0,2000.0,2480.0
newspaper,ΝΕΟΙ ΟΡΙΖΟΝΤΕΣ,ΧΑΝΙΩΝ,5000.0,5000.0,6200.0
newspaper,ΝΕΟΣ ΑΓΩΝΑΣ,ΚΑΡΔΙΤΣΑΣ,7999.2,8000.0,9920.0
newspaper,ΝΙΓΡΙΤΑ,ΣΕΡΡΩΝ,2000.0,2000.0,2480.0
newspaper,ΞΑΝΘΗ SPORT,ΞΑΝΘΗΣ,1468.0,1468.0,1820.32
newspaper,ΞΥΡΑΦΙ,ΚΑΒΑΛΑΣ,1000.0,1000.0,1240.0
newspaper,Ο ΛΟΓΟΣ ΤΩΝ ΚΥΚΛΑΔΩΝ,ΚΥΚΛΑΔΩΝ,2000.0,2000.0,2480.0
newspaper,ΟΔΟΣ,ΚΑΣΤΟΡΙΑΣ,1000.0,1000.0,1240.0
newspaper,ΟΛΥΜΠΙΟ ΒΗΜΑ,ΠΙΕΡΙΑΣ,6000.0,6000.0,7440.0
newspaper,ΟΡΙΖΟΝΤΕΣ,ΚΑΣΤΟΡΙΑΣ,2000.0,2000.0,2480.0
newspaper,ΠΑΛΜΟΣ ΑΙΤ/ΙΑΣ,ΑΙΤ/ΝΙΑΣ,1800.0,1800.0,2232.0
newspaper,ΠΑΛΜΟΣ ΓΛΥΦΑΔΑΣ,ΑΤΤΙΚΗΣ,1000.0,1000.0,1240.0
newspaper,ΠΑΝΣΕΡΡΑΪΚΗ,ΣΕΡΡΩΝ,3000.0,3000.0,3720.0
newspaper,ΠΑΡΑΠΟΛΙΤΙΚΑ,,60000.0,60000.0,74400.0
newspaper,ΠΑΡΑΣΚΗΝΙΟ,,20000.0,20000.0,24800.0
newspaper,ΠΑΡΑΤΗΡΗΤΗΣ,ΗΜΑΘΙΑΣ,1000.0,1000.0,1240.0
newspaper,ΠΑΡΑΤΗΡΗΤΗΣ,ΡΟΔΟΠΗΣ,4000.0,4000.0,4960.0
newspaper,ΠΑΡΑΤΗΡΗΤΗΣ,ΣΕΡΡΩΝ,3000.0,3000.0,3720.0
newspaper,ΠΑΤΡΙΣ,ΗΡΑΚΛΕΙΟΥ,9999.96,9999.96,12399.95
newspaper,ΠΑΤΡΙΣ,ΗΛΕΙΑΣ,10000.0,10000.0,12400.0
newspaper,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΑΧΑΪΑΣ,8000.0,8000.0,9920.0
newspaper,ΠΕΛΟΠΟΝΝΗΣΟΣ ΔΕΥΤΕΡΑΣ,ΑΧΑΪΑΣ,2000.0,2000.0,2480.0
newspaper,ΠΕΡΙΣΚΟΠΙΟ,ΡΟΔΟΠΗΣ,3000.0,3000.0,3720.0
newspaper,ΠΟΛΙΤΗΣ,ΗΜΑΘΙΑΣ,4000.0,4000.0,4960.0
newspaper,ΠΟΛΙΤΗΣ,ΧΙΟΥ,3000.0,3000.0,3510.0
newspaper,ΠΟΛΙΤΙΚΑ,ΛΕΣΒΟΥ,1000.0,1000.0,1170.0
newspaper,ΠΟΛΙΤΙΣΤΙΚΟ ΒΗΜΑ ΦΕΝΕΟΥ,ΚΟΡΙΝΘΟΥ,1000.0,1000.0,1240.0
newspaper,ΠΡΑΣΙΝΗ,,5000.0,5000.0,6200.0
newspaper,ΠΡΕΒΕΖΑ,ΠΡΕΒΕΖΑΣ,2000.0,2000.0,2480.0
newspaper,ΠΡΟΟΔΟΣ,ΣΕΡΡΩΝ,3000.0,3000.0,3720.0
newspaper,ΠΡΩΪΝΑ ΝΕΑ,ΙΩΑΝΝΙΝΩΝ,4000.0,4000.0,4960.0
newspaper,ΠΡΩΪΝΑ ΝΕΑ,ΦΘΙΩΤΙΔΑΣ,1600.0,1600.0,1984.0
newspaper,ΠΡΩΪΝΗ,ΓΡΕΒΕΝΩΝ,4000.0,4000.0,4960.0
newspaper,ΠΡΩΪΝΗ,ΗΛΕΙΑΣ,1998.0,1998.0,2477.52
newspaper,ΠΡΩΪΝΗ,ΚΑΒΑΛΑΣ,4000.0,4000.0,4960.0
newspaper,ΠΡΩΪΝΗ,ΚΙΛΚΙΣ,3000.0,3000.0,3720.0
newspaper,ΠΡΩΪΝΗ,ΚΟΖΑΝΗΣ,2000.0,2000.0,2480.0
newspaper,ΠΡΩΪΝΗ ΓΝΩΜΗ (ΗΜΕΡΗΣΙΑ),ΑΧΑΪΑΣ,3900.0,3900.0,4836.0
newspaper,ΠΡΩΪΝΟΣ ΛΟΓΟΣ,ΙΩΑΝΝΙΝΩΝ,7000.0,7000.0,8680.0
newspaper,ΠΡΩΪΝΟΣ ΛΟΓΟΣ,ΚΟΖΑΝΗΣ,2000.0,2000.0,2480.0
newspaper,ΠΡΩΪΝΟΣ ΛΟΓΟΣ,ΤΡΙΚΑΛΩΝ,5000.0,5000.0,6200.0
newspaper,ΠΡΩΪΝΟΣ ΜΟΡΙΑΣ,ΑΡΚΑΔΙΑΣ,2000.0,2000.0,2480.0
newspaper,ΠΡΩΪΝΟΣ ΤΥΠΟΣ,ΔΡΑΜΑΣ,3000.0,3000.0,3720.0
newspaper,ΠΡΩΪΝΟΣ ΤΥΠΟΣ,ΚΑΡΔΙΤΣΑΣ,4998.0,4998.0,6197.52
newspaper,ΠΡΩΤΑΘΛΗΤΗΣ,,8800.0,8800.0,10912.0
newspaper,ΠΡΩΤΗ,ΑΧΑΪΑΣ,3990.0,3990.0,4947.6
newspaper,ΠΡΩΤΗ,ΗΛΕΙΑΣ,3000.0,3000.0,3720.0
newspaper,ΠΡΩΤΟ ΘΕΜΑ,,100000.0,100000.0,124000.0
newspaper,ΠΤΟΛΕΜΑΙΟΣ,ΚΟΖΑΝΗΣ,5000.0,5000.0,6200.0
newspaper,ΡΕΘΕΜΝΙΩΤΙΚΑ ΝΕΑ,ΡΕΘΥΜΝΟΥ,6000.0,6000.0,7440.0
newspaper,ΡΕΘΕΜΝΟΣ,ΡΕΘΥΜΝΟΥ,4800.0,4800.0,5952.0
newspaper,ΡΙΖΟΣΠΑΣΤΗΣ,,10500.0,10500.0,13020.0
newspaper,ΡΟΔΙΑΚΗ,ΔΩΔΕΚΑΝΗΣΟΥ,7994.0,7994.0,9912.56
newspaper,ΣΑΜΙΑΚΟ ΒΗΜΑ,ΣΑΜΟΥ,1600.0,1600.0,1872.0
newspaper,ΣΕΛΙΝΙΩΤΙΚΑ ΝΕΑ,ΧΑΝΙΩΝ,3000.0,3000.0,3720.0
newspaper,ΣΕΝΤΡΑ,ΚΑΣΤΟΡΙΑΣ,1800.0,1800.0,2232.0
